SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sun Sep 28 19:32:26 PDT 2014
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 110000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	0.00
1.00	113.00
2.00	113.00
3.00	112.00
4.00	116.00
5.00	121.00
6.00	124.00
7.00	122.00
8.00	123.00
9.00	124.00
10.00	129.00
11.00	122.00
12.00	125.00
13.00	124.00
14.00	120.00
15.00	123.00
16.00	120.00
17.00	122.00
18.00	122.00
19.00	119.00
20.00	119.00
21.00	122.00
22.00	123.00
23.00	122.00
24.00	123.00
25.00	124.00
26.00	126.00
27.00	124.00
28.00	123.00
29.00	123.00
30.00	125.00
31.00	126.00
32.00	122.00
33.00	125.00
34.00	124.00
35.00	125.00
36.00	119.00
37.00	121.00
38.00	122.00
39.00	122.00
40.00	123.00
41.00	124.00
42.00	126.00
43.00	124.00
44.00	124.00
45.00	123.00
46.00	124.00
47.00	124.00
48.00	128.00
49.00	128.00
50.00	126.00
51.00	125.00
52.00	124.00
53.00	123.00
54.00	122.00
55.00	124.00
56.00	124.00
57.00	126.00
58.00	125.00
59.00	123.00
60.00	125.00
61.00	125.00
62.00	128.00
63.00	126.00
64.00	125.00
65.00	125.00
66.00	125.00
67.00	123.00
68.00	126.00
69.00	126.00
70.00	125.00
71.00	126.00
72.00	126.00
73.00	123.00
74.00	126.00
75.00	129.00
76.00	125.00
77.00	122.00
78.00	123.00
79.00	126.00
80.00	130.00
81.00	126.00
82.00	123.00
83.00	126.00
84.00	128.00
85.00	127.00
86.00	127.00
87.00	131.00
88.00	127.00
89.00	125.00
90.00	130.00
91.00	132.00
92.00	130.00
93.00	129.00
94.00	126.00
95.00	126.00
96.00	129.00
97.00	127.00
98.00	126.00
99.00	127.00
100.00	131.00
101.00	127.00
102.00	129.00
103.00	136.00
104.00	139.00
105.00	157.00
106.00	157.00
107.00	152.00
108.00	141.00
109.00	137.00
110.00	130.00
111.00	131.00
112.00	134.00
113.00	133.00
114.00	128.00
115.00	130.00
116.00	130.00
117.00	127.00
118.00	126.00
119.00	129.00
120.00	130.00
121.00	124.00
122.00	123.00
123.00	122.00
124.00	124.00
125.00	127.00
126.00	128.00
127.00	125.00
128.00	128.00
129.00	123.00
130.00	129.00
131.00	128.00
132.00	128.00
133.00	124.00
134.00	124.00
135.00	126.00
136.00	126.00
137.00	128.00
138.00	124.00
139.00	125.00
140.00	127.00
141.00	127.00
142.00	126.00
143.00	128.00
144.00	126.00
145.00	126.00
146.00	124.00
147.00	126.00
148.00	125.00
149.00	127.00
150.00	128.00
151.00	128.00
152.00	126.00
153.00	128.00
154.00	127.00
155.00	125.00
156.00	125.00
157.00	129.00
158.00	128.00
159.00	128.00
160.00	125.00
161.00	127.00
162.00	127.00
163.00	124.00
164.00	130.00
165.00	129.00
166.00	129.00
167.00	125.00
168.00	128.00
169.00	128.00
170.00	128.00
171.00	126.00
172.00	125.00
173.00	125.00
174.00	124.00
175.00	122.00
176.00	125.00
177.00	126.00
178.00	128.00
179.00	128.00
180.00	127.00
181.00	129.00
182.00	131.00
183.00	130.00
184.00	129.00
185.00	131.00
186.00	127.00
187.00	132.00
188.00	128.00
189.00	128.00
190.00	122.00
191.00	125.00
192.00	131.00
193.00	128.00
194.00	131.00
195.00	133.00
196.00	130.00
197.00	123.00
198.00	124.00
199.00	123.00
200.00	127.00
201.00	129.00
202.00	127.00
203.00	127.00
204.00	127.00
205.00	126.00
206.00	124.00
207.00	126.00
208.00	129.00
209.00	127.00
210.00	126.00
211.00	128.00
212.00	127.00
213.00	127.00
214.00	128.00
215.00	128.00
216.00	128.00
217.00	130.00
218.00	129.00
219.00	125.00
220.00	124.00
221.00	127.00
222.00	128.00
223.00	126.00
224.00	126.00
225.00	125.00
226.00	131.00
227.00	131.00
228.00	129.00
229.00	131.00
230.00	130.00
231.00	128.00
232.00	124.00
233.00	124.00
234.00	126.00
235.00	126.00
236.00	128.00
237.00	130.00
238.00	131.00
239.00	127.00
240.00	129.00
241.00	130.00
242.00	129.00
243.00	130.00
244.00	130.00
245.00	126.00
246.00	130.00
247.00	129.00
248.00	125.00
249.00	126.00
